NEGERI,PPD,PARLIMEN,DUN,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,GRED,BANTUAN,BILSESI,SESI,ENROLMEN PRASEKOLAH,ENROLMEN,ENROLMEN KHAS,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY,SKM<=150
SARAWAK,PPD SARIKEI, SARIKEI, REPOK,Rendah,SJKC,YCC6110,SEKOLAH JENIS KEBANGSAAN (CINA) WAH MAN,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84657579,84657579,YCC6110@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,46,250,,27,ADA,TIADA,111.5302287,2.106421082,
SARAWAK,PPD SARIKEI, SARIKEI, REPOK,Rendah,SJKC,YCC6111,SEKOLAH JENIS KEBANGSAAN (CINA) SING MING,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6111@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,8,36,,14,ADA,TIADA,111.5637052,2.008911503,YA
SARAWAK,PPD SARIKEI, SARIKEI, REPOK,Rendah,SJKC,YCC6112,SEKOLAH JENIS KEBANGSAAN (CINA) SU LEE,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84655914,84655914,YCC6112@moe.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,23,94,,16,ADA,TIADA,111.5062167,2.121283333,YA
SARAWAK,PPD SARIKEI, JULAU, PAKAN,Rendah,SJKC,YCC6113,SEKOLAH JENIS KEBANGSAAN (CINA) SU DOK,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6113@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,11,40,,12,ADA,TIADA,111.5751167,2.034016667,YA
SARAWAK,PPD SARIKEI, TANJONG MANIS, KUALA RAJANG,Rendah,SJKC,YCC6114,SEKOLAH JENIS KEBANGSAAN (CINA) SAN MING,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6114@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,18,47,,13,ADA,TIADA,111.4187023,2.055720115,YA
SARAWAK,PPD SARIKEI, SARIKEI, MERADONG,Rendah,SJKC,YCC6115,SEKOLAH JENIS KEBANGSAAN (CINA) MING TAK,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,TIADA,TIADA,YCC6115@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,5,,7,TIADA,TIADA,111.6055167,2.042583333,YA
SARAWAK,PPD SARIKEI, SARIKEI, REPOK,Rendah,SJKC,YCC6117,SEKOLAH JENIS KEBANGSAAN (CINA) ST MARTIN,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84671271,84671271,YCC6117@moe.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,20,72,12,19,ADA,ADA,111.4934667,2.04115,YA
SARAWAK,PPD JULAU, JULAU, MELUAN,Rendah,SJKC,YCC6201,SEKOLAH JENIS KEBANGSAAN (CINA) YUK KUNG,D/A PEJABAT PENDIDIKAN DAERAH JULAU,96600,JULAU,84734442,TIADA,YCC6201@moe.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,11,106,,16,ADA,TIADA,111.9142119,2.022450187,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6302,SEKOLAH JENIS KEBANGSAAN (CINA) KUNG CHENG,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6302@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,13,34,,13,ADA,TIADA,111.7360062,2.121181006,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6303,SEKOLAH JENIS KEBANGSAAN (CINA) MING LU,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6303@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,20,,11,TIADA,TIADA,111.6902333,2.103633333,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6304,SEKOLAH JENIS KEBANGSAAN (CINA) YONG KWONG,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6304@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,10,38,,14,ADA,TIADA,111.7118591,2.134549355,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6305,SEKOLAH JENIS KEBANGSAAN (CINA) TONG HUA,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6305@moe.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,6,48,,15,ADA,TIADA,111.7384709,2.153789948,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6306,SEKOLAH JENIS KEBANGSAAN (CINA) NAN CHIEW,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6306@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,15,44,,13,ADA,TIADA,111.6532843,2.121603667,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6307,SEKOLAH JENIS KEBANGSAAN (CINA) TUNG KWONG,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6307@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,38,,11,TIADA,TIADA,111.7047,2.1005,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6308,SEKOLAH JENIS KEBANGSAAN (CINA) MING CHIANG,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6308@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,28,,12,TIADA,TIADA,111.6235333,2.150166667,YA
SARAWAK,PPD MERADONG, TANJONG MANIS, SEMOP,Rendah,SJKC,YCC6309,SEKOLAH JENIS KEBANGSAAN (CINA) MING SHING,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6309@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,22,,8,TIADA,TIADA,111.61632,2.18551,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6310,SEKOLAH JENIS KEBANGSAAN (CINA) KAI CHUNG,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,84693037,84693037,YCC6310@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,19,154,17,28,ADA,ADA,111.6384396,2.16733714,
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6311,SEKOLAH JENIS KEBANGSAAN (CINA) MING TEE,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,84692215,TIADA,YCC6311@moe.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,0,105,,15,TIADA,TIADA,111.6632333,2.149966667,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6313,SEKOLAH JENIS KEBANGSAAN (CINA) MIN DAIK,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,sekolah-8280@moe-dl.edu.my,Luar Bandar,C,SBK,1 Sesi,Pagi Sahaja,11,86,,17,ADA,TIADA,111.6773531,2.079973625,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6314,SEKOLAH JENIS KEBANGSAAN (CINA) MING CHING,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6314@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,16,,8,TIADA,TIADA,111.6886,2.083733333,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6315,SEKOLAH JENIS KEBANGSAAN (CINA) NANG HUA,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6315@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,9,,7,TIADA,TIADA,111.731,2.187,YA
SARAWAK,PPD MERADONG, SARIKEI, MERADONG,Rendah,SJKC,YCC6317,SEKOLAH JENIS KEBANGSAAN (CINA) KAI SING,"D/A PEJABAT PENDIDIKAN DAERAH MERADONG, JALAN BERJAYA",96500,BINTANGOR,TIADA,TIADA,YCC6317@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,19,53,,13,ADA,TIADA,111.7063174,2.0841026,YA
SARAWAK,PPD DARO, IGAN, JEMORENG,Rendah,SJKC,YCC6401,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,D/A PEJABAT PENDIDIKAN DAERAH DARO,96200,DARO,84832898,84832939,YCC6401@moe.edu.my,Luar Bandar,SKM B,SBK,1 Sesi,Pagi Sahaja,33,118,,16,ADA,TIADA,111.5335153,2.67783378,YA
SARAWAK,PPD KAPIT, KAPIT, BUKIT GORAM,Rendah,SJKC,YCC7101,SEKOLAH JENIS KEBANGSAAN (CINA) HOCK LAM,"D/A PEJABAT PENDIDIKAN DAERAH KAPIT, TINGKAT 1 & 2, WISMA PERSEKUTUAN, JALAN PENGHULU NYANGGAU",96800,KAPIT,84796371,84796371,YCC7101@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,604,,43,TIADA,TIADA,112.9386167,2.016833333,
SARAWAK,PPD SONG, KAPIT, KATIBAS,Rendah,SJKC,YCC7301,SEKOLAH JENIS KEBANGSAAN (CINA) HIN HUA,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,84777089,TIADA,YCC7301@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,25,206,,19,ADA,TIADA,112.5471667,2.006466667,
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, STAKAN,Rendah,SJKC,YCC8101,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SG JERNANG,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,82503463,82503414,YCC8101@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,50,480,,37,ADA,TIADA,110.41546,1.481474,
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, ASAJAYA,Rendah,SJKC,YCC8102,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TAMBIRAT,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,1165727571,TIADA,YCC8102@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,22,64,,14,ADA,TIADA,110.5106458,1.544729011,YA
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, ASAJAYA,Rendah,SJKC,YCC8103,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA ASAJAYA,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,82827213,TIADA,YCC8103@moe.edu.my,Luar Bandar,SKM B,SBK,1 Sesi,Pagi Sahaja,37,110,,15,ADA,TIADA,110.615563,1.543111,YA
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, ASAJAYA,Rendah,SJKC,YCC8104,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SAMBIR,"LOT 167, BLOCK 18, MTLD, JLN  ASAJAYA/SADONG JAYA",94600,ASAJAYA,1165749733,TIADA,YCC8104@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,13,62,,14,ADA,TIADA,110.5580575,1.545996523,YA
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, STAKAN,Rendah,SJKC,YCC8105,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BAKO,"PHASE 18 PARENT LOT 10889 BLOK 26, MUARA TUANG LAND DISTRICT",94300,KOTA SAMARAHAN,TIADA,TIADA,ycc8105@moe-dl.edu.my ,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,50,386,,25,ADA,TIADA,110.4207947,1.45030094,
SARAWAK,PPD SAMARAHAN, KOTA SAMARAHAN, MUARA TUANG,Rendah,SJKC,YCC8106,SEKOLAH JENIS KEBANGSAAN (CINA) KAI NANG,"LOTS 1582 (LEASE 9808),1594 & 1621, CITY GARDEN PHASE 16",94300,KOTA SAMARAHAN,TIADA,TIADA,ycc8106@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,25,109,,13,ADA,TIADA,110.403655,1.476623379,YA
SARAWAK,PPD SERIAN, SERIAN, BUKIT SEMUJA,Rendah,SJKC,YCC8201,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SERIAN,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,82874322,82876657,YCC8201@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,476,12,38,TIADA,ADA,110.5659744,1.167598756,
SARAWAK,PPD SERIAN, KOTA SAMARAHAN, MUARA TUANG,Rendah,SJKC,YCC8202,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 29,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,82878897,82878897,YCC8202@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,24,70,,14,ADA,TIADA,110.4760242,1.256721479,YA
SARAWAK,PPD SERIAN, PUNCAK BORNEO, TARAT,Rendah,SJKC,YCC8204,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 35,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YCC8204@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,39,193,,19,ADA,TIADA,110.5394581,1.20196048,
SARAWAK,PPD SERIAN, PUNCAK BORNEO, TARAT,Rendah,SJKC,YCC8205,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BATU 32,"D/A PEJABAT PENDIDIKAN DAERAH SERIAN, BATU 1, JALAN SERIAN/SRI AMAN",94700,SERIAN,TIADA,TIADA,YCC8205@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,37,145,,17,ADA,TIADA,110.513896,1.224011037,YA
SARAWAK,PPD SIMUNJAN, BATANG SADONG, SIMUNJAN,Rendah,SJKC,YCC8301,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SIMUNJAN,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,82803697,82803697,YCC8301@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,25,162,,17,ADA,TIADA,110.7519333,1.39585,
SARAWAK,PPD SAMARAHAN, BATANG SADONG, SADONG JAYA,Rendah,SJKC,YCC8302,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SEMERA,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,TIADA,TIADA,YCC8302@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,20,57,,13,ADA,TIADA,110.6740875,1.534227395,YA
SARAWAK,PPD SIMUNJAN, BATANG LUPAR, SEBUYAU,Rendah,SJKC,YCC8303,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SEBANGAN,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YCC8303@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,0,38,,12,TIADA,TIADA,110.7724957,1.556580035,YA
SARAWAK,PPD SAMARAHAN, BATANG SADONG, SADONG JAYA,Rendah,SJKC,YCC8304,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA JEMUKAN,"D/A PEJABAT PENDIDIKAN DAERAH SAMARAHAN, JALAN DATO MOHD MUSA",94300,KOTA SAMARAHAN,TIADA,TIADA,YCC8304@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,10,54,,14,ADA,TIADA,110.685424,1.533357,YA
SARAWAK,PPD SIMUNJAN, BATANG LUPAR, SEBUYAU,Rendah,SJKC,YCC8306,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SEBUYAU,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94850,SIMUNJAN,83467110,83467110,YCC8306@moe.edu.my,Luar Bandar,SKM C,SBK,1 Sesi,Pagi Sahaja,23,61,,15,ADA,TIADA,110.9347728,1.520888684,YA
SARAWAK,PPD BINTULU, BINTULU, TANJONG BATU,Rendah,SJKC,YCC9101,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BINTULU,"D/A PEJABAT PENDIDIKAN DAERAH BINTULU, KM. 5, JALAN SULTAN ISKANDAR",97000,BINTULU,86331152,86313250,YCC9101@moe.edu.my,Bandar,A,SBK,1 Sesi,Pagi Sahaja,0,1239,39,68,TIADA,ADA,113.0377767,3.188584655,
SARAWAK,PPD TATAU/SEBAUH, BINTULU, KEMENA,Rendah,SJKC,YCC9102,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SAN,PEKAN SEBAUH,97100,SEBAUH,86422168,86422168,YCC9102@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,72,183,,18,ADA,TIADA,113.271068,3.109021898,
SARAWAK,PPD BINTULU, BINTULU, TANJONG BATU,Rendah,SJKC,YCC9103,SEKOLAH JENIS KEBANGSAAN (CINA) SIONG BOON,"D/A PEJABAT PENDIDIKAN DAERAH BINTULU, KM. 5, JALAN SULTAN ISKANDAR",97000,BINTULU,86314748,86331385,YCC9103@moe.edu.my,Bandar,A,SBK,1 Sesi,Pagi Sahaja,0,1081,,63,TIADA,TIADA,113.07265,3.1811,
SARAWAK,PPD BINTULU, BINTULU, SAMALAJU,Rendah,SJKC,YCC9104,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BINTULU 2,"D/A PEJABAT PENDIDIKAN DAERAH BINTULU, KM. 5, JALAN SULTAN ISKANDAR",97000,BINTULU,86255780,86251649,sekolah-8667@moe-dl.edu.my,Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,589,34,48,TIADA,ADA,113.0578646,3.208866967,
SARAWAK,PPD TATAU/SEBAUH, SELANGAU, KAKUS,Rendah,SJKC,YCC9201,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TATAU,"D/A PEJABAT PENDIDIKAN DAERAH TATAU, JALAN KAMPUNG DAGANG",97200,"TATAU, BINTULU",86584101,86584101,YCC9201@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,295,,25,TIADA,TIADA,112.8580456,2.879424717,
SARAWAK,PPD SRI AMAN, SRI AMAN, SIMANGGANG,Rendah,SK,YCE2101,SEKOLAH KEBANGSAAN ST LUKE,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,83322288,83321343,YCE2101@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,50,390,,33,ADA,TIADA,111.46835,1.227933333,
SARAWAK,PPD SIBU, SIBU, NANGKA,Rendah,SJKC,YCH3101,SEKOLAH JENIS KEBANGSAAN (CINA) METHODIST,"D/A PEJABAT PENDIDIKAN DAERAH SIBU, TINGKAT 6, WISMA PERSEKUTUAN, BLOK 3, LOT 462, BROOKE DRIVE",96000,SIBU,84330753,84330618,YCH3101@moe.edu.my,Bandar,A,SBK,1 Sesi,Pagi Sahaja,0,1052,,66,TIADA,TIADA,111.825733,2.289367,
SARAWAK,PPD SARIKEI, SARIKEI, REPOK,Rendah,SJKC,YCH6101,SEKOLAH KEBANGSAAN METHODIST ANGLO-CHINESE,"D/A PEJABAT PENDIDIKAN DAERAH SARIKEI, TINGKAT 1, WISMA PERSEKUTUAN, JALAN BANGUNAN KERAJAAN",96100,SARIKEI,84651371,84651371,YCH6101@moe.edu.my,Luar Bandar,B,SBK,1 Sesi,Pagi Sahaja,0,489,,43,TIADA,TIADA,111.521217,2.129617,
SARAWAK,PPD BAU, PUNCAK BORNEO, SEREMBU,Menengah,SMK,YEA1101,SEKOLAH MENENGAH KEBANGSAAN PAKU (S),KM 30 JLN KUCHING BAU,94000,BAU,1165751581,82370349,YEA1101@moe.edu.my,Luar Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1333,,89,TIADA,TIADA,110.1944833,1.42745,
SARAWAK,PPD BAU, MAS GADING, TASIK BIRU,Menengah,SMK,YEA1102,SEKOLAH MENENGAH KEBANGSAAN SINGAI,JALAN KPG. APAR - SINGAI,94000,BAU,TIADA,TIADA,smksingai@gmail.com ,Luar Bandar,B,SK,1 Sesi,Pagi Sahaja,0,757,18,56,TIADA,ADA,110.151179,1.475325,
SARAWAK,PPD KUCHING, STAMPIN, KOTA SENTOSA,Menengah,SMK,YEA1201,SEKOLAH MENENGAH KEBANGSAAN D P H ABDUL GAPOR,"LORONG STAMPIN 23, JALAN STAMPIN",93350,KUCHING,82451130,82571877,YEA1201@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1485,134,153,TIADA,ADA,110.3513923,1.517299809,
SARAWAK,PPD KUCHING, SANTUBONG, DEMAK LAUT,Menengah,SMK,YEA1202,SEKOLAH MENENGAH KEBANGSAAN SERI SETIA,JALAN SETIA RAJA,93350,KUCHING,82362325,82362670,YEA1202@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,988,,73,TIADA,TIADA,110.3917667,1.536233333,
SARAWAK,PPD PADAWAN, BANDAR KUCHING, BATU LINTANG,Menengah,SMK,YEA1203,SEKOLAH MENENGAH KEBANGSAAN SG MAONG,JALAN PISANG BARAT,93150,KUCHING,82252788,82428473,YEA1203@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1090,,83,TIADA,TIADA,110.3167833,1.546966667,
SARAWAK,PPD KUCHING, BANDAR KUCHING, BATU LINTANG,Menengah,SMK,YEA1204,SEKOLAH MENENGAH KEBANGSAAN TABUAN JAYA,JALAN WAN ALWI,93350,KUCHING,82364936,82362182,YEA1204@moe.edu.my,Bandar,B,SK,1 Sesi,Pagi Sahaja,0,335,102,53,TIADA,ADA,110.3851333,1.513416667,
SARAWAK,PPD KUCHING, SANTUBONG, DEMAK LAUT,Menengah,SMK,YEA1205,SEKOLAH MENENGAH KEBANGSAAN BAKO,JALAN BAKO,93050,KUCHING,82432251,82434405,YEA1205@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1531,32,99,TIADA,ADA,110.4475333,1.644883333,
SARAWAK,PPD PADAWAN, STAMPIN, BATU KITANG,Menengah,SMK,YEA1206,SEKOLAH MENENGAH KEBANGSAAN JALAN ARANG,"LORONG 13, JALAN ARANG",93250,KUCHING,82452871,82462761,YEA1206@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1691,,104,TIADA,TIADA,110.3279333,1.50325,
SARAWAK,PPD KUCHING, PETRA JAYA, SAMARIANG,Menengah,SMK,YEA1207,SEKOLAH MENENGAH KEBANGSAAN DEMAK BARU,"JALAN DIPLOMATIK,OFF JALAN BAKO",93050,KUCHING,82311670,82312721,YEA1207@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,873,121,74,TIADA,ADA,110.36921,1.586469,
SARAWAK,PPD PADAWAN, PETRA JAYA, TUPONG,Menengah,SMK,YEA1208,SEKOLAH MENENGAH KEBANGSAAN MATANG JAYA,"TAMAN MATANG  JAYA, JALAN MATANG",93050,KUCHING,82647560,82648259,YEA1208@moe.edu.my,Bandar,A,SK,2 Sesi,Pagi dan Petang,0,1438,161,134,TIADA,ADA,110.3066339,1.581161788,
SARAWAK,PPD KUCHING, SANTUBONG, PANTAI DAMAI,Menengah,SMK,YEA1209,SEKOLAH MENENGAH KEBANGSAAN BANDAR SAMARIANG,JALAN SULTAN TENGAH PETRA JAYA,93050,KUCHING,82311072,82313270,YEA1209@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1132,88,78,TIADA,ADA,110.3274205,1.631781806,
SARAWAK,PPD KUCHING, SANTUBONG, PANTAI DAMAI,Menengah,SENI,YEA1210,SEKOLAH SENI MALAYSIA SARAWAK,"JALAN SULTAN TENGAH, PETRA JAYA",93050,KUCHING,82510356,82513917,YEA1210@moe.edu.my,Luar Bandar,A,SK,1 Sesi,Pagi Sahaja,0,340,,65,TIADA,TIADA,110.3513682,1.689289388,
SARAWAK,PPD PADAWAN, PETRA JAYA, TUPONG,Menengah,SBP,YEA1211,SEKOLAH MENENGAH SAINS KUCHING UTARA,"LOT 2666, LORONG 6A9, MATANG JAYA",93050,KUCHING,82646540,82646543,YEA1211@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,622,,62,TIADA,TIADA,110.303131,1.583283,
SARAWAK,PPD KUCHING, PETRA JAYA, TUPONG,Menengah,SMK,YEA1301,SEKOLAH MENENGAH KEBANGSAAN PETRA JAYA,"JALAN SEMARAK, PETRA JAYA",93050,KUCHING,82254824,82242507,YEA1301@moe.edu.my,Bandar,A,SK,1 Sesi,Pagi Sahaja,0,1323,,100,TIADA,TIADA,110.31885,1.564983333,
